CK	D	LN	LP	
ASV1072	0.179438117	7.76E-07	0.061105677	6.69E-07
ASV1883	1.43E-06	1.08E-06	5.55E-07	0.111235152
ASV687	1.60E-07	4.68E-07	0.13647582	0.012032756
ASV2506	0.162340894	0.114693036	0.04160634	1.42E-07
ASV225	5.05E-07	1.85E-06	0.176159383	0.04356509
ASV60	0.028743134	1.27E-07	0.52208397	0.131864119
ASV817	5.23E-07	0.243147477	0.068035643	0.206520388
ASV764	6.96E-07	0.114388298	0.257018955	0.032601468
ASV895	0.268719125	0.203039444	0.228594612	1.21E-07
ASV171	0.027355139	0.236371876	0.342633569	0.277088041
ASV918	0.142759918	9.81E-07	3.04E-07	1.82E-06
ASV775	1.24E-07	0.134984253	0.141633051	0.143446351
ASV72	0.276210623	0.471754726	0.022794574	0.570577553
ASV1379	1.22E-07	0.195090684	0.105584303	0.253552036
ASV396	1.31E-06	1.62E-07	0.177868883	0.02003205
ASV93	0.124274469	1.46E-07	0.120537351	0.056976664
ASV294	0.060438667	1.62E-07	0.019138352	0.030715242
ASV166	0.081375339	0.34708823	0.060363811	0.32762905
ASV3	0.149870317	0.161298141	0.199333357	0.096078894
ASV189	0.182027292	0.062211857	0.071082258	0.16153629
ASV696	0.015010992	1.81E-06	0.101478568	0.181919438
ASV99	0.185230486	0.195538603	0.165096591	1.84E-06
ASV21	1.36E-07	1.28E-07	0.122639542	0.352871928
ASV31	0.062976642	1.39E-07	0.067562236	1.62E-07
ASV11	0.023979977	0.014427131	0.133156124	0.249126912
ASV1206	9.04E-07	0.080387285	1.81E-07	0.324034476
ASV199	1.62E-07	0.091011115	0.284681093	6.51E-07
ASV96	0.296439148	0.280667359	0.250682791	0.140497988
ASV1522	0.000336119	0.227351966	1.06E-07	1.99E-07
ASV75	0.032288415	0.224763975	0.096675031	1.68E-06
